Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
The Butterfly Effect	2004	120	23947	Sci-Fi	blackout|child pornography|memory|surprise ending|time travel	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1	7.7	185	1100	357579	0	19	12755	15000
Snow Day	2000	89	60008303	Adventure	meteorologist|snow|snowed in|snowplow|weather	English	PG	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1	4.9	42	91	9285	1	13	2241	0
This Christmas	2007	117	49121934	Comedy	christmas|family home|musician|piano|secret	English	PG-13	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1	6.1	37	32	6528	9	17	6554	0
Baby Geniuses	1999	97	27141959	Comedy	baby|boy|science|scientist|toddler	English	PG	18000000	USA	1.85	Color	http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1	2.5	45	168	19547	2	84	2936	0
The Big Hit	1998	91	27052167	Action	hitman|kidnapping|kosher|vhs|video store	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1	6.1	57	168	24834	5	6	3353	934
Harriet the Spy	1996	100	26539321	Comedy	binoculars|child spy|notebook|secret|spy	English	PG	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1	5.9	25	42	7984	1	15	2486	833
Child's Play 2	1990	72	28501605	Fantasy	boy|doll|foster home|killer doll|serial killer	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1	5.7	59	166	31371	0	5	2646	0
No Good Deed	2014	84	52543632	Crime	home invasion|police officer shot|police officer shot in the chest|psychopath|three word title	English	PG-13	13200000	USA	2.35	Color	http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1	5.6	58	84	12676	2	12	2297	0
The Mist	2007	126	25592632	Horror	desperation|fog|giant insect|survival|survival horror	English	R	18000000	USA	1.85	Color	http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1	7.2	330	1066	220475	0	0	5371	20000
Ex Machina	2015	108	25440971	Drama	artificial intelligence|robot|robot human relationship|turing test|video surveillance	English	R	15000000	UK	2.35	Black and White	http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1	7.7	489	611	289508	0	232	430	109000
Being John Malkovich	1999	112	22858926	Comedy	body swap|magical realism|portal|puppeteer|surrealism	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1	7.8	242	840	254404	2	0	1171	0
Two Can Play That Game	2001	90	22235901	Comedy	advice|battle of the sexes|lingerie|romantic rivalry|rule	English	R	6000000	USA	1.85	Color	http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1	6.1	40	31	4339	2	7	2815	593
Earth to Echo	2014	91	38916903	Adventure	alien|bar|construction worker|no opening credits|no title at beginning	English	PG	13000000	USA	1.85	Color	http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1	5.8	112	149	15664	0	13	1921	0
Crazy/Beautiful	2001	135	16929123	Drama	congressman|high school|latino|pacific palisades|school	English	PG-13	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1	6.5	84	169	21406	2	134	6214	0
Letters from Iwo Jima	2006	141	13753931	Drama	blood splatter|general|island|japan|world war two	Japanese	R	19000000	USA	2.35	Color	http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1	7.9	251	316	132149	0	16000	751	5000
The Astronaut Farmer	2006	104	10996440	Adventure	bank|fbi|fuel|rocket|space travel	English	PG	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1	6.3	113	128	19707	0	35	27806	862
Woo	1998	84	8026971	Comedy	blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city	English	R	13000000	USA		Color	http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1	3.8	23	20	1520	0	18	3352	204
Room	2015	118	14677654	Drama	based on novel|escape|imprisonment|kidnapping|mother son relationship	English	R	13000000	Ireland	2.35	Color	http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1	8.3	421	351	161288	0	412	2499	72000
Dirty Work	1998	82	9975684	Comedy	cult film|gambling debt|job|off screen murder|revenge	English	PG-13	13000000	Canada	1.85	Color	http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1	6.4	32	117	20033	0	799	1805	679
Serial Mom	1994	95	7881335	Comedy	dentist|housewife|howie scream|murder|perfection	English	R	13000000	USA	1.66	Color	http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1	6.7	52	107	21212	4	0	3092	3000
Dick	1999	94	6241697	Comedy	political cover up|political satire|teenage girl|white house|witness	English	PG-13	13000000	France	1.85	Color	http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1	6.1	81	210	16059	2	26	31005	0
Del 1 - Män som hatar kvinnor		88		Action		Swedish			Sweden		Color	http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1	8.1			335	0	76	998	22
Light It Up	1999	99	5871603	Drama	black cop|die hard scenario|hostage negotiator|police|police brutality	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1	6.0	39	39	3116	3	7	6485	251
54	1998	121	16574731	Drama	angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1	5.8	63	181	27675	4	15	6910	0
Bubble Boy	2001	84	5002310	Adventure	cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding	English	PG-13	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1	5.6	47	181	25541	0	2	18864	0
Birthday Girl	2001	93	4919896	Comedy	bank|bank clerk|birthday|mail order bride|russian	English	R	13000000	UK	2.35	Color	http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1	6.1	111	159	21530	1	16	1775	618
21 & Over	2013	93	25675765	Comedy	21st birthday|college student|drunken man|pubic hair|standing up to father	English	R	13000000	USA	2.35	Color	http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1	5.9	168	84	60407	0	24	2730	11000
Paris, je t'aime	2006	120	4857376	Comedy	baby|divorce|oscar wilde|pigalle|tourist	French	R	13000000	France	1.85	Color	http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1	7.3	165	123	63084	0	107	13208	0
Resurrecting the Champ	2007	112	3169424	Drama	boxing|colosseum|homeless man|reporter|writer	English	PG-13	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1	6.8	104	59	18442	1	37	2417	689
Admission	2013	107	18004225	Comedy	adoption|female protagonist|princeton university|wedding|working women	English	PG-13	13000000	USA	2.35	Color	http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1	5.7	150	87	28573	2	80	3004	5000
The Widow of Saint-Pierre	2000	112	3058380	Drama	archipelago|guillotine|island|prison|redemption	French	R	100000000	France	2.35	Color	http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1	7.3	61	69	4767	1	83	2389	186
Chloe	2009	96	3074838	Drama	bare chested boy|doctor|escort|infidelity|prostitute	English	R	11000000	USA	1.85	Color	http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1	6.3	226	166	56264	2	460	14372	0
Faithful	1996	91	2104000	Comedy	bathroom|bathtub|female protagonist|flashback|kitchen	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1	5.9	21	19	1595	3	150	1679	69
Find Me Guilty	2006	125	1172769	Biography	court|drugs|judge|mafia|mobster	English	R	13000000	Germany	1.85	Color	http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1	7.1	94	108	28068	2	0	37606	0
The Perks of Being a Wallflower	2012	102	17738570	Drama	coming of age|depression|gay|high school|mental illness	English	PG-13	13000000	USA	1.85	Color	http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1	8.0	364	457	351274	2	139	13631	131000
Excessive Force	1993	87	1200000	Action	exercise bicycle|face in food|police|police brutality|policeman	English	R	3000000	USA	1.85	Color	http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1	5.1	19	23	922	1	29	1139	107
Infamous	2006	118	1150403	Biography	blood|book|cold calculation|murder|writer	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1	7.1	129	102	14143	4	41	3474	0
The Claim	2000	115	403932	Drama	gold|gold mine|miner|railroad|surveyor	English	R	20000000	UK	2.35	Color	http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1	6.5	71	92	5254	4	187	17104	141
The Vatican Tapes	2015	91	1712111	Horror	evil|injury|possession|priest|vatican	English	PG-13	8495000	USA	1.85	Color	http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1	4.5	93	53	7199	0	83	7875	0
Attack the Block	2011	88	1024175	Action	alien|alien invasion|apartment|creature|gang	English	R	13000000	UK	2.35	Color	http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1	6.6	399	297	82331	6	115	2011	18000
In the Land of Blood and Honey	2011	127	301305	Drama	bosnian war|church|emaciation|soldier|violence	Bosnian	R	13000000	USA	2.35	Color	http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1	4.3	110	180	31414	0	11000	796	0
The Call	2013	94	51872378	Crime	911 operator|calling 911|die hard scenario|head held underwater|white villain	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1	6.7	285	266	88241	0	122	2812	23000
Operation Chromite	2016	115	31662	Action		English		12620000	South Korea		Color	http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1	6.8	2	1	90	1	32	14133	139
The Crocodile Hunter: Collision Course	2002	90	28399192	Action	cia|crocodile|satellite|snake|spider	English	PG	13000000	Australia	2.35	Color	http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1	5.4	61	106	5663	0	0	1483	332
I Love You Phillip Morris	2009	102	2035566	Biography	character name in title|con artist|fraud|gay|prison break	English	R	13000000	France	1.85	Color	http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1	6.6	242	162	77305	0	43	931	11000
Quest for Fire	1981	100		Adventure	fire|prehistoric times|primitive|tribe|trio	None	R	12500000	Canada	2.35	Color	http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1	7.4	62	96	16281	0	218	931	0
Antwone Fisher	2002	117	21078145	Biography	black american|extortion|navy|psychiatrist|sailor	English	PG-13	12500000	USA	2.35	Color	http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1	7.3	121	159	26493	0	18000	20456	0
The Emperor's Club	2002	109	14060950	Drama	classroom|fund raising|headmaster|reunion|roman	English	PG-13	12500000	USA	1.85	Color	http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1	6.9	83	139	14354	1	97	14347	0
True Romance	1993	121	12281500	Action	aspiring actor|cocaine|drugs|pimp|suitcase full of money	English	R	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1	8.0	122	460	163492	3	12000	23602	15000
Womb	2010	111		Drama	clone|love|male nudity|medical ethics|virginity	English	Unrated	3660000	Germany	2.35	Color	http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1	6.4	88	35	9957	1	28	9244	0
Glengarry Glen Ross	1992	100	10725228	Crime	office|pressure|real estate|robbery|sales	English	R	12500000	USA	2.35	Color	http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1	7.8	120	365	75675	1	164	32288	0
The Killer Inside Me	2010	109	214966	Crime	deputy|murder|revenge|sheriff|texas	English	R	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1	6.1	225	176	28483	0	187	1813	0
Cat People	1982	93		Fantasy	cat|cat people|leopard|love|slip the undergarment	English	R	18000000	USA	1.85	Color	http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1	6.1	130	106	14193	1	261	3700	0
Sorority Row	2009	101	11956207	Horror	prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck	English	R	16000000	USA	2.35	Color	http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1	5.1	167	126	24012	2	10	3142	0
The Prisoner of Zenda	1937	101		Adventure	coronation|fictitious country|king|princess|swashbuckler	English	Approved		USA	1.37	Black and White	http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1	7.8	7	44	3256	2	19	1166	337
Lars and the Real Girl	2007	106	5949693	Comedy	in love with an inanimate object|internet|introvert|psychologist|sex doll	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1	7.4	226	299	114762	1	44	34351	19000
The Boy in the Striped Pajamas	2008	94	9030581	Drama	boy|fence|jew|nazis|poison gas	English	PG-13	12500000	UK	1.85	Color	http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1	7.8	185	398	132386	0	39	156	38000
Dancer in the Dark	2000	140	4157491	Crime	ends with quotation|execution|factory|women's prison|year 1964	English	R	12800000	Denmark	2.35	Color	http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1	8.0	177	690	79330	0	3000	2894	0
Oscar and Lucinda	1997	132	1508689	Drama	australia|church|glass|inheritance|wager	English	R	16000000	USA	2.35	Color	http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1	6.7	28	50	5648	2	44	2004	329
The Funeral	1996	99	1227324	Crime	1930s|madness|murder|new york city|violence	English	R	12500000	USA	1.85	Color	http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1	6.6	48	48	6921	3	220	3337	344
Solitary Man	2009	90	4360548	Comedy	aging|hdtv|high definition television|love|marriage	English	R	15000000	USA	1.85	Color	http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1	6.4	116	60	13371	7	34	2661	0
Machete	2010	105	26589953	Action	machete|mexican|mexico|priest|texas	English	R	10500000	USA	1.85	Color	http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1	6.7	391	392	165792	1	20	26233	44000
Casino Jack	2010	108	1039869	Biography	corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist	English	R	15000000	Canada	2.35	Color	http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1	6.2	117	51	14757	5	60	18739	0
The Land Before Time	1988	69	48092846	Adventure	brontosaurus|classical music|dinosaur|dinosaur feature|earthquake	English	G	12500000	USA	1.33	Color	http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1	7.3	24	133	61753	0	383	1833	5000
Tae Guk Gi: The Brotherhood of War	2004	148	1110186	Action	1950s|archeologist|korea|korean war|soldier	Korean	R	12800000	South Korea	2.35	Color	http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1	8.1	86	224	31943	2	16	1730	0
The Perfect Game	2009	118	1089445	Comedy	baseball movie|little league|little league baseball|mexico|three word title	English	PG	12500000	Canada	2.35	Black and White	http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1	7.0	41	33	2676	0	50	4270	0
The Exorcist	1973	132	204565000	Horror	demonic possession|exorcism|exorcist|loss of innocence|priest	English	R	8000000	USA	1.37	Color	http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1	8.0	304	1058	284252	0	607	2466	18000
Jaws	1975	130	260000000	Adventure	beach|blockbuster|fishing|great white shark|shark	English	PG	8000000	USA	2.35	Color	http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1	8.0	385	962	412454	0	14000	2047	21000
American Pie	1999	95	101736215	Comedy	1990s|first love|milf|prom|virginity	English	R	11000000	USA	1.85	Color	http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1	7.0	145	789	315549	6	80	8134	0
Ernest & Celestine	2012	80	71442	Animation	bear|dentist|friendship|mouse|prejudice	French	PG	9600000	France	1.85	Color	http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1	7.9	99	32	12029	0	2	6829	0
The Golden Child	1986	94	79817937	Action	boy|child|chosen one|demon|detective	English	PG-13	25000000	USA	1.85	Color	http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1	5.9	29	69	39798	1	23	1044	0
Think Like a Man	2012	122	91547205	Comedy	advice|black romance|hip hop|reading a book|sex scene	English	PG-13	12000000	USA	2.35	Color	http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1	6.6	77	62	34579	8	167	5165	0
Barbershop	2002	102	75074950	Comedy	barber|barbershop|blaxploitation|loan shark|theft	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1	6.3	91	156	22147	0	167	2754	770
Star Trek II: The Wrath of Khan	1982	116	78900000	Action	jamming communications|planet|space station|taunt|trap	English	PG	11000000	USA	2.35	Color	http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1	7.7	148	359	91414	2	120	16539	0
Ace Ventura: Pet Detective	1994	78	72217000	Comedy	detective|dolphin|mascot|nudity|stupidity	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1	6.9	61	242	216486	1	293	2462	0
WarGames	1983	114	79568000	Sci-Fi	computer|game|high school|norad|teenager	English	PG	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1	7.1	84	152	71842	0	139	4537	0
Witness	1985	112	65500000	Crime	amish|love|murder|police|train	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1	7.4	83	175	66966	1	608	22479	0
Act of Valor	2012	110	70011073	Action	mission|navy seal|terrorist|torture|valor	English	R	12000000	USA	2.35	Color	http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1	6.5	216	349	57996	0	16	146	15000
Step Up	2006	104	65269010	Crime	dance|dancer|school|showcase|student	English	PG-13	12000000	USA	2.35	Color	http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1	6.5	107	271	90938	0	98	21380	0
Beavis and Butt-Head Do America	1996	81	63071133	Adventure	beavis and butt head|fbi|score|television|television set	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1	6.8	63	154	42892	0	406	17035	0
Jackie Brown	1997	154	39647595	Crime	arms dealer|atf|bail|money|multiple perspectives	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1	7.5	140	462	239540	5	16000	25522	0
Harold & Kumar Escape from Guantanamo Bay	2008	102	38087366	Adventure	bong|escape|ex girlfriend|guantanamo bay|texas	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1	6.6	153	165	113918	2	22	4065	0
Chronicle	2012	89	64572496	Drama	found footage|high school|subjective camera|teen angst|troubled teen	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1	7.1	414	471	204327	0	128	2054	32000
Yentl	1983	132	30400000	Drama	love|study|talmud|wedding|yeshiva	English	PG	12000000	UK	1.85	Color	http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1	6.6	16	68	9503	1	0	914	0
Time Bandits	1981	103	42365600	Adventure	cult director|dwarf|robin hood|satire|treasure	English	PG	5000000	UK	1.85	Color	http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1	7.0	139	177	45890	0	0	2730	0
Crossroads	2002	93	37188667	Comedy	audition|friendship|graduation|high school graduation|love	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1	3.3	111	578	34219	1	33	1531	0
Project X	2012	93	54724272	Comedy	birthday party|high school|high school senior|millennial generation|party	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1	6.7	229	261	157051	0	166	2043	29000
Patton	1970	172		Biography	allies|dead soldier|destiny|general|tank	English	GP	12000000	USA	2.2	Color	http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1	8.0	112	258	76398	0	76	1306	0
One Hour Photo	2002	96	31597131	Drama	insanity|photo lab|photo shop|photography|voyeur	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1	6.8	207	605	97938	0	132	52138	0
Quarantine	2008	89	31691811	Horror	apartment building|found footage|television|trapped|virus	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1	6.0	198	369	57446	0	66	140268	0
The Eye	2008	92	31397498	Horror	cellular memory|eye|eye transplant|seeing dead people|violinist	English	PG-13	12000000	USA	2.35	Color	http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1	5.4	172	156	44130	1	0	18765	0
Johnson Family Vacation	2004	97	31179516	Comedy	cross country|cross country trip|highway travel|on the road|road movie	English	PG-13	12000000	USA	2.35	Color	http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1	4.3	45	49	5928	5	4	5006	243
How High	2001	93	31155435	Comedy	college|drugs|harvard|pot|smoke	English	R	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1	6.2	34	102	42644	2	58	6105	0
